dog_SubStatusCode,Health,EnergyLevel,RespondsToCommandKennel,GoodWStrangers,StaysOnCommand,BehavesWellClass,NailCutting,Breed,Sex,GoodAppetite,FoodType,ExerciseType
0,4,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams Adult Regular,walking - running
0,4,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams Adult Regular,walking - running
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walking, running"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walking, running"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walking, running"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walking, running"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walking, running"
0,3,3,4,4,4,4,3,Labrador Retriever,F,Yes,Blue Seal Lamb and Rice,Walking and pup play
0,3,3,4,4,4,4,3,Labrador Retriever,F,Yes,Blue Seal Lamb and Rice,Walking and pup play
0,3,3,4,4,4,4,3,Labrador Retriever,F,Yes,Blue Seal Lamb and Rice,Walking and pup play
0,5,5,5,3,4,3,4,Labrador Retriever,M,Yes,IAMS,Daily walks & play times
0,5,5,5,3,4,3,4,Labrador Retriever,M,Yes,IAMS,Daily walks & play times
0,5,4,4,5,3,2,5,Labrador Retriever,M,Yes,IAMS,"walks, plays with family dog"
0,5,4,4,5,3,2,5,Labrador Retriever,M,Yes,IAMS,"walks, plays with family dog"
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,IAMS,Walking/Running
0,5,5,5,5,4,3,4,Labrador Retriever,M,Yes,IAMS,Walking/Running
0,4,5,5,5,3,3,4,Labrador Retriever,M,Yes,Iams Large Breed,Walks.  Play in fenced yard
0,4,5,5,5,3,3,4,Labrador Retriever,M,Yes,Iams Large Breed,Walks.  Play in fenced yard
0,5,4,5,5,5,5,5,Labrador Retriever,F,Yes,Chicken Soup for the Dog Lovers Soul,"walks,swim,ball play,play with our released GEB dog"
0,5,4,5,5,5,5,5,Labrador Retriever,F,Yes,Chicken Soup for the Dog Lovers Soul,"walks,swim,ball play,play with our released GEB dog"
1,5,5,3,5,4,3,3,Labrador Retriever,M,Yes,Canidae,"Indoor and outdoor play (i.e., fetch, tug of war)"
1,5,5,3,5,4,3,3,Labrador Retriever,M,Yes,Canidae,"Indoor and outdoor play (i.e., fetch, tug of war)"
1,5,5,3,5,4,3,3,Labrador Retriever,M,Yes,Canidae,"Indoor and outdoor play (i.e., fetch, tug of war)"
1,5,5,3,5,4,3,3,Labrador Retriever,M,Yes,Canidae,"Indoor and outdoor play (i.e., fetch, tug of war)"
1,5,5,5,5,5,4,5,Labrador Retriever,M,Yes,Canidae All Stages,"Indoor and outdoor play (i.e., fetch, tug of war)"
1,5,5,5,5,5,4,5,Labrador Retriever,M,Yes,Canidae All Stages,"Indoor and outdoor play (i.e., fetch, tug of war)"
1,5,5,5,5,5,4,5,Labrador Retriever,M,Yes,Canidae All Stages,"Indoor and outdoor play (i.e., fetch, tug of war)"
1,5,5,5,5,5,4,5,Labrador Retriever,M,Yes,Canidae All Stages,"Indoor and outdoor play (i.e., fetch, tug of war)"
0,5,4,5,5,3,4,4,Labrador Retriever,M,Yes,Canidae,"Goes on a walk almost every day, plays in the snow with our other dogs."
0,5,4,5,5,3,4,4,Labrador Retriever,M,Yes,Canidae,"Goes on a walk almost every day, plays in the snow with our other dogs."
0,5,4,5,5,4,4,3,Labrador Retriever,M,Yes,Canidae,He goes for a 1.5 mile walk every day and plays off an on throughout the day with our dogs inside and in our fenced in yard.
0,5,4,5,5,4,4,3,Labrador Retriever,M,Yes,Canidae,He goes for a 1.5 mile walk every day and plays off an on throughout the day with our dogs inside and in our fenced in yard.
0,2,4,3,5,2,4,4,Labrador Retriever,M,Yes,Canidae,"Plays pretty much all day with my dog, runs around the fenced in yard and goes for a 1 mile walk"
0,2,4,3,5,2,4,4,Labrador Retriever,M,Yes,Canidae,"Plays pretty much all day with my dog, runs around the fenced in yard and goes for a 1 mile walk"
1,5,4,4,4,4,2,4,Labrador Retriever,M,Yes,Iams,"Walk, Run, Play with humans and dogs"
1,5,4,4,4,4,2,4,Labrador Retriever,M,Yes,Iams,"Walk, Run, Play with humans and dogs"
1,5,4,4,4,4,0,4,Labrador Retriever,M,Yes,Iams ProActive,"Walking, Running, play with other dogs"
1,5,4,4,4,4,0,4,Labrador Retriever,M,Yes,Iams ProActive,"Walking, Running, play with other dogs"
1,5,4,5,4,4,3,4,Labrador Retriever,M,Yes,Iams,"Walking, running, play with other dogs"
1,5,4,5,4,4,3,4,Labrador Retriever,M,Yes,Iams,"Walking, running, play with other dogs"
0,4,5,3,4,3,5,3,Labrador Retriever,F,Yes,Iams-Lamb & Rice,"walks, playing outside and other dog in house"
0,4,5,3,4,3,5,3,Labrador Retriever,F,Yes,Iams-Lamb & Rice,"walks, playing outside and other dog in house"
0,4,5,3,4,3,5,3,Labrador Retriever,F,Yes,Iams-Lamb & Rice,"walks, playing outside and other dog in house"
0,4,5,3,4,3,5,3,Labrador Retriever,F,Yes,Iams-Lamb & Rice,"walks, playing outside and other dog in house"
0,4,5,3,4,3,5,3,Labrador Retriever,F,Yes,Iams-Lamb & Rice,"walks, playing outside and other dog in house"
0,4,5,5,5,3,4,5,Labrador Retriever,M,Yes,Iams Smart Puppy,Walking; playing in enclosed pen
0,4,5,5,5,3,4,5,Labrador Retriever,M,Yes,Iams Smart Puppy,Walking; playing in enclosed pen
0,4,5,5,5,3,4,5,Labrador Retriever,M,Yes,Iams Smart Puppy,Walking; playing in enclosed pen
0,4,5,5,5,3,4,5,Labrador Retriever,M,Yes,Iams Smart Puppy,Walking; playing in enclosed pen
0,4,5,5,5,3,4,5,Labrador Retriever,M,Yes,Iams Smart Puppy,Walking; playing in enclosed pen
0,4,5,5,5,3,4,5,Labrador Retriever,M,Yes,Iams Smart Puppy,Walking; playing in enclosed pen
0,3,5,5,4,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Ruce,walking; palying fetch
0,3,5,5,4,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Ruce,walking; palying fetch
0,3,5,5,4,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Ruce,walking; palying fetch
0,5,5,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"walking, fetch, running/playing in 100X50 pen"
0,5,5,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"walking, fetch, running/playing in 100X50 pen"
0,5,5,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"walking, fetch, running/playing in 100X50 pen"
1,5,5,5,5,5,4,3,Labrador Retriever,F,Yes,IAMS adult,"Walks, run in yard, play with my dog"
1,5,5,5,5,5,4,3,Labrador Retriever,F,Yes,IAMS adult,"Walks, run in yard, play with my dog"
1,4,3,5,5,0,4,3,Labrador Retriever,F,Yes,IAMS,Walking
1,4,3,5,5,0,4,3,Labrador Retriever,F,Yes,IAMS,Walking
1,4,3,5,5,5,2,1,Labrador Retriever,F,Yes,iams,"daily walks, plays with other dog"
1,4,3,5,5,5,2,1,Labrador Retriever,F,Yes,iams,"daily walks, plays with other dog"
1,4,3,5,5,5,2,1,Labrador Retriever,F,Yes,iams,"daily walks, plays with other dog"
1,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,iams,"daily walks, plays with other dog"
1,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,iams,"daily walks, plays with other dog"
1,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,iams,"daily walks, plays with other dog"
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,nutro max lamb and rice,"walks, plays ball with us, plays with our other dog"
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,nutro max lamb and rice,"walks, plays ball with us, plays with our other dog"
0,5,5,5,5,4,4,3,Labrador Retriever,M,Yes,Iams,walks and playing fetch
0,5,5,5,5,4,4,3,Labrador Retriever,M,Yes,Iams,walks and playing fetch
0,5,4,4,5,5,4,3,Labrador Retriever,M,Yes,Iams,walks and runs in yard
0,5,4,4,5,5,4,3,Labrador Retriever,M,Yes,Iams,walks and runs in yard
0,5,4,4,4,4,4,4,Labrador Retriever,M,Yes,Iams,"walks, run and fetch"
0,5,4,4,4,4,4,4,Labrador Retriever,M,Yes,Iams,"walks, run and fetch"
1,3,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams,"Pool time,walks, fetch"
1,3,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams,"Pool time,walks, fetch"
1,3,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams,"Pool time,walks, fetch"
1,3,5,3,5,4,4,5,Labrador Retriever,M,Yes,Iams,"fetch, walks"
1,3,5,3,5,4,4,5,Labrador Retriever,M,Yes,Iams,"fetch, walks"
1,3,5,3,5,4,4,5,Labrador Retriever,M,Yes,Iams,"fetch, walks"
0,5,4,4,3,3,2,1,Labrador Retriever,F,Yes,IAMS,"Walking, playing fetch, outdoor recalls"
0,5,4,4,3,3,2,1,Labrador Retriever,F,Yes,IAMS,"Walking, playing fetch, outdoor recalls"
0,5,4,4,3,3,2,1,Labrador Retriever,F,Yes,IAMS,"Walking, playing fetch, outdoor recalls"
0,5,3,4,3,3,1,3,Labrador Retriever,F,Yes,Iams,Walking; playing fetch; outdoor recalls
0,5,3,4,3,3,1,3,Labrador Retriever,F,Yes,Iams,Walking; playing fetch; outdoor recalls
0,5,3,4,3,3,1,3,Labrador Retriever,F,Yes,Iams,Walking; playing fetch; outdoor recalls
0,5,4,5,3,4,4,1,Labrador Retriever,F,Yes,IAMS,"Walking, playing fetch, outdoor recalls"
0,5,4,5,3,4,4,1,Labrador Retriever,F,Yes,IAMS,"Walking, playing fetch, outdoor recalls"
0,5,4,5,3,4,4,1,Labrador Retriever,F,Yes,IAMS,"Walking, playing fetch, outdoor recalls"
1,5,4,5,5,5,4,3,Labrador Retriever,F,Yes,Iams,"Walking,playing"
1,5,4,5,5,5,4,3,Labrador Retriever,F,Yes,Iams,"Walking,playing"
1,5,4,5,5,5,4,3,Labrador Retriever,F,Yes,Iams,"Walking,playing"
1,5,4,5,5,5,4,3,Labrador Retriever,F,Yes,Iams,"Walking,playing"
0,4,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams Adult (green bag),"walks, fetch, swimming"
0,4,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams Adult (green bag),"walks, fetch, swimming"
0,4,5,4,5,4,4,5,Labrador Retriever,M,Yes,Iams Adult (green bag),"walks, fetch, swimming"
0,4,5,3,4,4,3,5,Labrador Retriever,M,Yes,Iams & merrick,"walks, jogs around block with kids, fetch"
0,4,5,3,4,4,3,5,Labrador Retriever,M,Yes,Iams & merrick,"walks, jogs around block with kids, fetch"
0,4,5,3,4,4,3,5,Labrador Retriever,M,Yes,Iams & merrick,"walks, jogs around block with kids, fetch"
0,5,4,5,5,3,4,4,Labrador Retriever,M,Yes,Iams,"Walks, playing with toys"
0,5,4,5,5,3,4,4,Labrador Retriever,M,Yes,Iams,"Walks, playing with toys"
0,5,4,5,5,3,4,4,Labrador Retriever,M,Yes,Iams,"Walks, playing with toys"
0,5,5,5,5,5,5,4,Labrador Retriever,M,Yes,Iams Large breed puppy,"walks, ball throwing"
0,5,5,5,5,5,5,4,Labrador Retriever,M,Yes,Iams Large breed puppy,"walks, ball throwing"
0,5,5,5,5,5,5,4,Labrador Retriever,M,Yes,Iams Large breed puppy,"walks, ball throwing"
0,5,5,4,5,3,5,3,Labrador Retriever,M,Yes,Iams Puppy,"walks, ball throwing"
0,5,5,4,5,3,5,3,Labrador Retriever,M,Yes,Iams Puppy,"walks, ball throwing"
0,5,5,4,5,3,5,3,Labrador Retriever,M,Yes,Iams Puppy,"walks, ball throwing"
0,5,4,3,5,3,4,3,Labrador Retriever,M,Yes,Iams large breed puppy,"play time, walks"
0,5,4,3,5,3,4,3,Labrador Retriever,M,Yes,Iams large breed puppy,"play time, walks"
0,5,4,3,5,3,4,3,Labrador Retriever,M,Yes,Iams large breed puppy,"play time, walks"
0,5,4,4,5,3,4,3,Labrador Retriever,M,Yes,Iams large breed,"walks, ball tossing"
0,5,4,4,5,3,4,3,Labrador Retriever,M,Yes,Iams large breed,"walks, ball tossing"
0,5,4,4,5,3,4,3,Labrador Retriever,M,Yes,Iams large breed,"walks, ball tossing"
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Purina 1 large breed adult,"walking, playing with released GEB dog and other dogs in the program"
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Purina 1 large breed adult,"walking, playing with released GEB dog and other dogs in the program"
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Purina 1 large breed adult,"walking, playing with released GEB dog and other dogs in the program"
0,5,5,3,4,3,4,5,Labrador Retriever,M,Yes,Iams Puppy,"walking, playing with pet dog, playing fetch"
0,5,5,3,4,3,4,5,Labrador Retriever,M,Yes,Iams Puppy,"walking, playing with pet dog, playing fetch"
0,5,5,3,4,3,4,5,Labrador Retriever,M,Yes,Iams Puppy,"walking, playing with pet dog, playing fetch"
0,5,4,4,5,4,4,5,Labrador Retriever,M,Yes,Purina 1 large breed adult,"walking, playing w/released GEB dog (Verdell), playdates, training"
0,5,4,4,5,4,4,5,Labrador Retriever,M,Yes,Purina 1 large breed adult,"walking, playing w/released GEB dog (Verdell), playdates, training"
0,5,4,4,5,4,4,5,Labrador Retriever,M,Yes,Purina 1 large breed adult,"walking, playing w/released GEB dog (Verdell), playdates, training"
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Iams,Walking and runs everyday
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Iams,Walking and runs everyday
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams,"Walks, runs, outings"
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams,"Walks, runs, outings"
0,5,4,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Play, fetch and walking"
0,5,4,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Play, fetch and walking"
0,5,4,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Play, fetch and walking"
0,5,4,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Play, fetch and walking"
0,5,4,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Play, fetch and walking"
0,5,4,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Play, fetch and walking"
0,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Iams,Fetch and playing with other dogs
0,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Iams,Fetch and playing with other dogs
0,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Iams,Fetch and playing with other dogs
0,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Iams,Fetch and playing with other dogs
0,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Iams,Fetch and playing with other dogs
0,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Iams,Fetch and playing with other dogs
0,5,5,4,5,3,5,4,Labrador Retriever,F,Yes,Iams Puppy,Play with raisers and released GEB dog Jag. She also gets weekly play time with other GEB dogs
0,5,5,4,5,3,5,4,Labrador Retriever,F,Yes,Iams Puppy,Play with raisers and released GEB dog Jag. She also gets weekly play time with other GEB dogs
0,5,5,4,5,3,5,4,Labrador Retriever,F,Yes,Iams Puppy,Play with raisers and released GEB dog Jag. She also gets weekly play time with other GEB dogs
0,5,5,4,5,3,5,4,Labrador Retriever,F,Yes,Iams Puppy,Play with raisers and released GEB dog Jag. She also gets weekly play time with other GEB dogs
0,5,5,4,5,3,5,4,Labrador Retriever,F,Yes,Iams Puppy,Play with raisers and released GEB dog Jag. She also gets weekly play time with other GEB dogs
0,5,5,4,5,3,5,4,Labrador Retriever,F,Yes,Iams Puppy,Play with raisers and released GEB dog Jag. She also gets weekly play time with other GEB dogs
0,5,5,3,5,5,4,4,Labrador Retriever,F,Yes,Iams,"Walks, ball & frisbee chasing"
0,5,5,3,5,5,4,4,Labrador Retriever,F,Yes,Iams,"Walks, ball & frisbee chasing"
0,5,5,3,5,5,4,4,Labrador Retriever,F,Yes,Iams,"Walks, ball & frisbee chasing"
0,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Walks, Frisbee"
0,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Walks, Frisbee"
0,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Iams,"Walks, Frisbee"
1,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Purina One Chicken and Rice,"walks, playing with other pups, loves to fetch, playing in pool"
1,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Purina One Chicken and Rice,"walks, playing with other pups, loves to fetch, playing in pool"
1,5,4,5,5,4,4,4,Labrador Retriever,F,Yes,Purina One Chicken and Rice,"walks, playing with other pups, loves to fetch, playing in pool"
1,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Purina Chicken and Rice,"1 1/2 mi walk daily, play with other dogs"
1,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Purina Chicken and Rice,"1 1/2 mi walk daily, play with other dogs"
1,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Purina Chicken and Rice,"1 1/2 mi walk daily, play with other dogs"
1,4,5,5,5,4,4,4,Labrador Retriever,F,Yes,Purina Chicken and Rice,"2 miles of walking each day, playing with other dogs in the back yard"
1,4,5,5,5,4,4,4,Labrador Retriever,F,Yes,Purina Chicken and Rice,"2 miles of walking each day, playing with other dogs in the back yard"
1,4,5,5,5,4,4,4,Labrador Retriever,F,Yes,Purina Chicken and Rice,"2 miles of walking each day, playing with other dogs in the back yard"
1,4,5,3,4,3,4,4,Labrador Retriever,F,Yes,low res and Iams puppy,"running, playing with other dogs, playing in pool, short walks"
1,4,5,3,4,3,4,4,Labrador Retriever,F,Yes,low res and Iams puppy,"running, playing with other dogs, playing in pool, short walks"
1,4,5,3,4,3,4,4,Labrador Retriever,F,Yes,low res and Iams puppy,"running, playing with other dogs, playing in pool, short walks"
1,5,5,4,5,5,4,4,Labrador Retriever,F,Yes,Iams Adult Food,"fetch, walking"
1,5,5,4,5,5,4,4,Labrador Retriever,F,Yes,Iams Adult Food,"fetch, walking"
1,5,5,4,5,5,4,4,Labrador Retriever,F,Yes,Iams Adult Food,"fetch, walking"
1,5,5,4,4,3,4,4,Labrador Retriever,F,Yes,Iams Large Breed,"walks, fetch"
1,5,5,4,4,3,4,4,Labrador Retriever,F,Yes,Iams Large Breed,"walks, fetch"
1,5,5,4,4,3,4,4,Labrador Retriever,F,Yes,Iams Large Breed,"walks, fetch"
0,5,5,5,5,4,5,2,Labrador Retriever,F,Yes,iams adult,"walking, playing with other dogs"
0,5,5,5,5,4,5,2,Labrador Retriever,F,Yes,iams adult,"walking, playing with other dogs"
0,5,5,5,5,4,5,2,Labrador Retriever,F,Yes,iams adult,"walking, playing with other dogs"
0,5,5,5,5,4,5,2,Labrador Retriever,F,Yes,iams adult,"walking, playing with other dogs"
0,5,5,4,5,2,5,3,Labrador Retriever,F,Yes,Iams Puppy Food,"walking,playing fetch and tug"
0,5,5,4,5,2,5,3,Labrador Retriever,F,Yes,Iams Puppy Food,"walking,playing fetch and tug"
0,5,5,4,5,2,5,3,Labrador Retriever,F,Yes,Iams Puppy Food,"walking,playing fetch and tug"
0,5,5,4,5,2,5,3,Labrador Retriever,F,Yes,Iams Puppy Food,"walking,playing fetch and tug"
0,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,iams adult,"walks, running in yard"
0,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,iams adult,"walks, running in yard"
0,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,iams adult,"walks, running in yard"
0,5,4,5,5,4,4,2,Labrador Retriever,F,Yes,iams adult,"walks, running in yard"
1,5,5,4,4,4,3,4,Labrador Retriever,M,Yes,Merrick Turducken,Playing & Walking
1,5,5,4,4,4,3,4,Labrador Retriever,M,Yes,Merrick Turducken,Playing & Walking
1,5,5,4,4,4,3,4,Labrador Retriever,M,Yes,Merrick Turducken,Playing & Walking
1,5,5,4,4,4,3,4,Labrador Retriever,M,Yes,Merrick Turducken,Playing & Walking
1,5,5,4,4,4,3,4,Labrador Retriever,M,Yes,Merrick Turducken,Playing & Walking
1,5,5,4,4,4,3,4,Labrador Retriever,M,Yes,Merrick Turducken,Playing & Walking
1,5,4,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Lamb & Rice,"Walking, jogging with me, chasing toys"
1,5,4,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Lamb & Rice,"Walking, jogging with me, chasing toys"
0,5,5,3,4,5,1,0,Labrador Retriever,M,Yes,Iams,walk & play
0,5,5,3,4,5,1,0,Labrador Retriever,M,Yes,Iams,walk & play
0,5,5,3,4,5,1,0,Labrador Retriever,M,Yes,Iams,walk & play
0,5,5,3,4,5,1,0,Labrador Retriever,M,Yes,Iams,walk & play
0,3,4,5,4,4,4,4,Labrador Retriever,F,Yes,Iams Lamb & Rice Adult,Walking and playing
0,3,4,5,4,4,4,4,Labrador Retriever,F,Yes,Iams Lamb & Rice Adult,Walking and playing
0,3,4,5,4,4,4,4,Labrador Retriever,F,Yes,Iams Lamb & Rice Adult,Walking and playing
0,3,4,5,4,4,3,5,Labrador Retriever,F,Yes,Iams Adult Lamb and Rice,Walking
0,3,4,5,4,4,3,5,Labrador Retriever,F,Yes,Iams Adult Lamb and Rice,Walking
0,3,4,5,4,4,3,5,Labrador Retriever,F,Yes,Iams Adult Lamb and Rice,Walking
0,3,5,5,4,3,3,5,Labrador Retriever,F,Yes,Iams Lamb and Rice,Walk
0,3,5,5,4,3,3,5,Labrador Retriever,F,Yes,Iams Lamb and Rice,Walk
0,3,5,5,4,3,3,5,Labrador Retriever,F,Yes,Iams Lamb and Rice,Walk
0,4,4,5,4,4,3,4,Labrador Retriever,F,Yes,Iams Adult Lamb and Rice,Walking
0,4,4,5,4,4,3,4,Labrador Retriever,F,Yes,Iams Adult Lamb and Rice,Walking
0,4,4,5,4,4,3,4,Labrador Retriever,F,Yes,Iams Adult Lamb and Rice,Walking
0,4,5,5,5,5,5,4,Labrador Retriever,F,Yes,Iams  (red bag),walks/runs/puppy playdates
0,4,5,5,5,5,5,4,Labrador Retriever,F,Yes,Iams  (red bag),walks/runs/puppy playdates
0,4,5,5,5,5,5,4,Labrador Retriever,F,Yes,Iams  (red bag),walks/runs/puppy playdates
0,4,5,5,5,5,5,4,Labrador Retriever,F,Yes,Iams  (red bag),walks/runs/puppy playdates
0,4,5,5,5,5,5,3,Labrador Retriever,F,Yes,Iams Red bag,"Walking, Running swimming with other GEB dogs"
0,4,5,5,5,5,5,3,Labrador Retriever,F,Yes,Iams Red bag,"Walking, Running swimming with other GEB dogs"
0,4,5,5,5,5,5,3,Labrador Retriever,F,Yes,Iams Red bag,"Walking, Running swimming with other GEB dogs"
0,4,5,5,5,5,5,3,Labrador Retriever,F,Yes,Iams Red bag,"Walking, Running swimming with other GEB dogs"
0,5,5,4,4,4,3,4,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and  Betsy"
0,5,5,4,4,4,3,4,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and  Betsy"
0,5,5,4,4,4,3,4,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and  Betsy"
0,5,5,4,4,4,3,4,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and  Betsy"
0,5,5,4,4,4,3,4,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and  Betsy"
0,5,5,5,5,5,3,5,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and Betsy"
0,5,5,5,5,5,3,5,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and Betsy"
0,5,5,5,5,5,3,5,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and Betsy"
0,5,5,5,5,5,3,5,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and Betsy"
0,5,5,5,5,5,3,5,Labrador Retriever,F,Yes,Regal Sensibites,"Long walks, play with Nick and Betsy"
0,5,5,3,5,4,4,1,Labrador Retriever,M,Yes,iams adult lamb and rice,"walk, running after ball in yard"
0,5,5,3,5,4,4,1,Labrador Retriever,M,Yes,iams adult lamb and rice,"walk, running after ball in yard"
0,5,5,3,5,4,4,1,Labrador Retriever,M,Yes,iams adult lamb and rice,"walk, running after ball in yard"
0,5,5,3,5,4,4,1,Labrador Retriever,M,Yes,iams adult lamb and rice,"walk, running after ball in yard"
0,5,3,4,5,3,3,5,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, frisbee"
0,5,3,4,5,3,3,5,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, frisbee"
0,5,3,4,5,3,3,5,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, frisbee"
0,5,4,4,3,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"running in yard, tug of war, fetch with ball/frisbee, walks though a bit difficult on those"
0,5,4,4,3,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"running in yard, tug of war, fetch with ball/frisbee, walks though a bit difficult on those"
0,5,4,4,3,4,3,4,Labrador Retriever,M,Yes,Iams Lamb & Rice,"running in yard, tug of war, fetch with ball/frisbee, walks though a bit difficult on those"
0,5,4,5,4,4,3,4,Labrador Retriever,M,Yes,Iams,walks and playing fetch
0,5,4,5,4,4,3,4,Labrador Retriever,M,Yes,Iams,walks and playing fetch
0,3,4,4,3,4,4,3,Labrador Retriever,M,Yes,Iams,walk
0,3,4,4,3,4,4,3,Labrador Retriever,M,Yes,Iams,walk
1,5,5,5,5,3,3,5,Labrador Retriever,F,Yes,IAMS,Walks and play with my dog
1,5,5,5,5,3,3,5,Labrador Retriever,F,Yes,IAMS,Walks and play with my dog
1,5,5,5,5,3,3,5,Labrador Retriever,F,Yes,IAMS,Walks and play with my dog
1,5,5,5,5,3,3,5,Labrador Retriever,F,Yes,IAMS,Walks and play with my dog
1,5,4,4,5,5,4,3,Labrador Retriever,F,Yes,Purina,walks and play time
1,5,4,4,5,5,4,3,Labrador Retriever,F,Yes,Purina,walks and play time
1,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Purina,walks and ball play
1,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Purina,walks and ball play
1,5,3,5,5,5,4,1,Labrador Retriever,F,Yes,purina,play time and wlaks
1,5,3,5,5,5,4,1,Labrador Retriever,F,Yes,purina,play time and wlaks
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
1,5,5,3,4,3,4,4,Labrador Retriever,M,Yes,Iams Puppy,"LLW, fetch, swimming, etc..."
