Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,GeneralComments,dog_SubStatusCode
Labrador Retriever,Black,F,WV,Yes,Kirkland's Lamb and Rice Adult,"running/fetch toys/tunnel, & weekly play dates",,0
Labrador Retriever,Black,F,WV,Yes,Kirklands Lamb & Rice Adult,"running/fetching toys, weekly play dates",,0
Labrador Retriever,Black,F,WV,Yes,Kirklands Lamb & Rice Adult,"running/fetching toys, weekly play dates",,0
Labrador Retriever,Black,F,WV,Yes,Kirklands Lamb & Rice Adult,"running/fetching toys, weekly play dates",,0
Labrador Retriever,Black,F,WV,Yes,Kirklands Lamb & Rice Adult,"running/fetching toys, weekly play dates",,0
Labrador Retriever,Black,F,WV,Yes,Kirklands L&R adult,60 - 75 minds,"Wendy did well with Dominion's Gingham at an outreach program involving 1st grade class. She could use more time around children.  We've enjoyed raising Wendy because she is bright, energetic gal. Wendy recently came into heat and during the last month we experienced increase awareness to sounds especially at night and overall excitement. Required us to use patience and wait for her to respond at times.  That said, at times when she becomes excited, she self-modulates which is very cool.      She can be olfactory including mild air scenting especially walking in small towns where dogs have eliminated on every object.  Increase use of you, faster pace, high value rewards somewhat help.  Her level of comfort on stairs has improved. Wendy prefers to move out and continue to work on ""settle"" in different situations that can be of challenge to her (Mall).  Began taking Wendy inside a grocery store last month, going fine.",0
Labrador Retriever,Black,F,WV,Yes,Kirklands L&R adult,60 - 75 minds,"Wendy did well with Dominion's Gingham at an outreach program involving 1st grade class. She could use more time around children.  We've enjoyed raising Wendy because she is bright, energetic gal. Wendy recently came into heat and during the last month we experienced increase awareness to sounds especially at night and overall excitement. Required us to use patience and wait for her to respond at times.  That said, at times when she becomes excited, she self-modulates which is very cool.      She can be olfactory including mild air scenting especially walking in small towns where dogs have eliminated on every object.  Increase use of you, faster pace, high value rewards somewhat help.  Her level of comfort on stairs has improved. Wendy prefers to move out and continue to work on ""settle"" in different situations that can be of challenge to her (Mall).  Began taking Wendy inside a grocery store last month, going fine.",0
Labrador Retriever,Black,F,WV,Yes,Kirklands L&R adult,60 - 75 minds,"Wendy did well with Dominion's Gingham at an outreach program involving 1st grade class. She could use more time around children.  We've enjoyed raising Wendy because she is bright, energetic gal. Wendy recently came into heat and during the last month we experienced increase awareness to sounds especially at night and overall excitement. Required us to use patience and wait for her to respond at times.  That said, at times when she becomes excited, she self-modulates which is very cool.      She can be olfactory including mild air scenting especially walking in small towns where dogs have eliminated on every object.  Increase use of you, faster pace, high value rewards somewhat help.  Her level of comfort on stairs has improved. Wendy prefers to move out and continue to work on ""settle"" in different situations that can be of challenge to her (Mall).  Began taking Wendy inside a grocery store last month, going fine.",0
Labrador Retriever,Black,F,WV,Yes,Kirklands L&R adult,60 - 75 minds,"Wendy did well with Dominion's Gingham at an outreach program involving 1st grade class. She could use more time around children.  We've enjoyed raising Wendy because she is bright, energetic gal. Wendy recently came into heat and during the last month we experienced increase awareness to sounds especially at night and overall excitement. Required us to use patience and wait for her to respond at times.  That said, at times when she becomes excited, she self-modulates which is very cool.      She can be olfactory including mild air scenting especially walking in small towns where dogs have eliminated on every object.  Increase use of you, faster pace, high value rewards somewhat help.  Her level of comfort on stairs has improved. Wendy prefers to move out and continue to work on ""settle"" in different situations that can be of challenge to her (Mall).  Began taking Wendy inside a grocery store last month, going fine.",0
Labrador Retriever,Yellow,F,NJ,Yes,Iams,"walks, play time with other dog in house",,1
Labrador Retriever,Yellow,F,NJ,Yes,Iams,"walks, play time with other dog in house",,1
Labrador Retriever,Yellow,F,NJ,Yes,Iams,"walks, play time with other dog in house",,1
Labrador Retriever,Yellow,F,NJ,Yes,Iams,"walks, play time with other dog in house",,1
Labrador Retriever,Yellow,F,NJ,Yes,IAMS,"walking, playing in the yard",,1
Labrador Retriever,Yellow,F,NJ,Yes,IAMS,"walking, playing in the yard",,1
Labrador Retriever,Yellow,F,NJ,Yes,IAMS,"walking, playing in the yard",,1
Labrador Retriever,Yellow,F,NJ,Yes,IAMS,"walking, playing in the yard",,1
Labrador Retriever,Yellow,F,NH,Yes,IAMS,Neighborhood walks/Training,"Venti is a sweet, affectionate dog with a very playful personality. However, she is easily distracted, and came to us with less than ideal house manners. We've had her for several weeks, and did not start her as a little puppy. As listed above, she has many habits which need work.     When answering questions about body handling, (cleaning ears, etc., I wasn't sure what to answer, because we haven't had the opportunity to do some of those things yet.  I put '5's' for that reason. It would be helpful to have an NA choice for some of the questions.  ",1
Labrador Retriever,Yellow,F,NH,Yes,IAMS,Neighborhood walks/Training,"Venti is a sweet, affectionate dog with a very playful personality. However, she is easily distracted, and came to us with less than ideal house manners. We've had her for several weeks, and did not start her as a little puppy. As listed above, she has many habits which need work.     When answering questions about body handling, (cleaning ears, etc., I wasn't sure what to answer, because we haven't had the opportunity to do some of those things yet.  I put '5's' for that reason. It would be helpful to have an NA choice for some of the questions.  ",1
Labrador Retriever,Yellow,F,NH,Yes,IAMS,Neighborhood walks/Training,"Venti is a sweet, affectionate dog with a very playful personality. However, she is easily distracted, and came to us with less than ideal house manners. We've had her for several weeks, and did not start her as a little puppy. As listed above, she has many habits which need work.     When answering questions about body handling, (cleaning ears, etc., I wasn't sure what to answer, because we haven't had the opportunity to do some of those things yet.  I put '5's' for that reason. It would be helpful to have an NA choice for some of the questions.  ",1
Labrador Retriever,Yellow,F,NH,Yes,IAMS,Neighborhood walks/Training,"Venti is a sweet, affectionate dog with a very playful personality. However, she is easily distracted, and came to us with less than ideal house manners. We've had her for several weeks, and did not start her as a little puppy. As listed above, she has many habits which need work.     When answering questions about body handling, (cleaning ears, etc., I wasn't sure what to answer, because we haven't had the opportunity to do some of those things yet.  I put '5's' for that reason. It would be helpful to have an NA choice for some of the questions.  ",1
Labrador Retriever,Yellow,M,VA,Yes,Iams Smart Puppy,"runs in backyard, chases balls, walks, plays with toys very energetically, trains actively",,1
Labrador Retriever,Yellow,M,VA,Yes,Iams Smart Puppy,"runs in backyard, chases balls, walks, plays with toys very energetically, trains actively",,1
Labrador Retriever,Yellow,M,VA,Yes,Iams Smart Puppy,"runs in backyard, chases balls, walks, plays with toys very energetically, trains actively",,1
Labrador Retriever,Yellow,M,VA,Yes,Iams Smart Puppy,"runs in backyard, chases balls, walks, plays with toys very energetically, trains actively",,1
 labrador retriever,Yellow,M,VA,Yes,Iams Large Breed Chunks,"walking, playing with toys, fetch, playdates with dog friends","Varden is doing very well, he is happy and self confident",1
 labrador retriever,Yellow,M,VA,Yes,Iams Large Breed Chunks,"walking, playing with toys, fetch, playdates with dog friends","Varden is doing very well, he is happy and self confident",1
 labrador retriever,Yellow,M,VA,Yes,Iams Large Breed Chunks,"walking, playing with toys, fetch, playdates with dog friends","Varden is doing very well, he is happy and self confident",1
 labrador retriever,Yellow,M,VA,Yes,Iams Large Breed Chunks,"walking, playing with toys, fetch, playdates with dog friends","Varden is doing very well, he is happy and self confident",1
Labrador Retriever,Yellow,M,VA,Yes,Iams Adult large chunk,"walking, ball fetching, frisbee fetching, playing with toys",,1
Labrador Retriever,Yellow,M,VA,Yes,Iams Adult large chunk,"walking, ball fetching, frisbee fetching, playing with toys",,1
Labrador Retriever,Yellow,M,VA,Yes,Iams Adult large chunk,"walking, ball fetching, frisbee fetching, playing with toys",,1
Labrador Retriever,Yellow,M,VA,Yes,Iams Adult large chunk,"walking, ball fetching, frisbee fetching, playing with toys",,1
Labrador Retriever,Yellow,M,NY,Yes,iams lamb and rice,"Running, Fetch, long recalls, swimming, training sessions and exposures",,1
Labrador Retriever,Yellow,M,NY,Yes,iams lamb and rice,"Running, Fetch, long recalls, swimming, training sessions and exposures",,1
Labrador Retriever,Yellow,M,NY,Yes,iams lamb and rice,"Running, Fetch, long recalls, swimming, training sessions and exposures",,1
Labrador Retriever,Yellow,M,NY,Yes,Iams Lamb and Rice,"Running, Walking, Fetch, Swimming, Training and Exposures",He will be going on a home switch very soon!,1
Labrador Retriever,Yellow,M,NY,Yes,Iams Lamb and Rice,"Running, Walking, Fetch, Swimming, Training and Exposures",He will be going on a home switch very soon!,1
Labrador Retriever,Yellow,M,NY,Yes,Iams Lamb and Rice,"Running, Walking, Fetch, Swimming, Training and Exposures",He will be going on a home switch very soon!,1
Labrador Retriever,Yellow,M,NY,Yes,Iams Lamb and Rice,"Fetch, Running, Walks, Training, Swimming",,1
Labrador Retriever,Yellow,M,NY,Yes,Iams Lamb and Rice,"Fetch, Running, Walks, Training, Swimming",,1
Labrador Retriever,Yellow,M,NY,Yes,Iams Lamb and Rice,"Fetch, Running, Walks, Training, Swimming",,1
Labrador Retriever,Yellow,M,MD,Yes,Iams mini chunks,"walking, playing fetch and playing with our released dog","On one sit became afraid of crate and would not go in. Resolved once he was home. On same sit, he was afraid on the stairs at first(long,15, steep wooden), but by the end of the sit, he was going up and down all 3 flights with ease. House manners have been an issue. Have been receiving extra help and things are improving.",0
Labrador Retriever,Yellow,M,MD,Yes,Iams mini chunks,"walking, playing fetch and playing with our released dog","On one sit became afraid of crate and would not go in. Resolved once he was home. On same sit, he was afraid on the stairs at first(long,15, steep wooden), but by the end of the sit, he was going up and down all 3 flights with ease. House manners have been an issue. Have been receiving extra help and things are improving.",0
Labrador Retriever,Yellow,M,MD,Yes,Iams adult,"wlaking, fetch, playing with our released dog",,0
Labrador Retriever,Yellow,M,MD,Yes,Iams adult,"wlaking, fetch, playing with our released dog",,0
Labrador Retriever,Yellow,M,MA,Yes,iams puppy chow,play and running,,1
Labrador Retriever,Yellow,M,MA,Yes,iams puppy chow,play and running,,1
Labrador Retriever,Yellow,M,MA,Yes,eukanuba,"play, walks",,1
Labrador Retriever,Yellow,M,MA,Yes,eukanuba,"play, walks",,1
Labrador Retriever,Yellow,M,MA,Yes,Eukanuba,play and walks,,1
Labrador Retriever,Yellow,M,MA,Yes,Eukanuba,play and walks,,1
Labrador Retriever,Yellow,M,NY,Yes,Iams,"LLW, follow me, fetch, play with other dogs",,1
Labrador Retriever,Yellow,M,NY,Yes,Iams,"LLW, follow me, fetch, play with other dogs",,1
Labrador Retriever,Yellow,M,NY,Yes,Iams,"LLW, follow me, fetch, play with other dogs","Tango is a very pleasant, boy. Very low key, but when asked to work he's right at task. At first glance he seems like he would need a lot get him motivated but one is usually pleasantly surprised that is not the case. He works well with who ever takes the leash. Very gentle with children, elderly and handicapped as if he can sense he needs to be. We really enjoy him.",1
Labrador Retriever,Yellow,M,NY,Yes,Iams,"LLW, follow me, fetch, play with other dogs","Tango is a very pleasant, boy. Very low key, but when asked to work he's right at task. At first glance he seems like he would need a lot get him motivated but one is usually pleasantly surprised that is not the case. He works well with who ever takes the leash. Very gentle with children, elderly and handicapped as if he can sense he needs to be. We really enjoy him.",1
Labrador Retriever,Yellow,F,CT,Yes,Iams puppy food,Fetch/we brought a shallow dog pool she likes to play in when we are watching.,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams puppy food,Fetch/we brought a shallow dog pool she likes to play in when we are watching.,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams puppy food,Fetch/we brought a shallow dog pool she likes to play in when we are watching.,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams puppy food,Fetch/we brought a shallow dog pool she likes to play in when we are watching.,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams Adult Food,Talula gets structured puppy playtime and also is run twenty to thirty minutes every day,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams Adult Food,Talula gets structured puppy playtime and also is run twenty to thirty minutes every day,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams Adult Food,Talula gets structured puppy playtime and also is run twenty to thirty minutes every day,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams Adult Food,Talula gets structured puppy playtime and also is run twenty to thirty minutes every day,,1
Labrador Retriever,Yellow,F,CT,Yes,Iams adult lamb and rice,"walking, playing with other dog","She's a great dog, walks so well on her leash that I wish she was bred so that all the raisers could have a dog to walk like Talula. ",1
Labrador Retriever,Yellow,F,CT,Yes,Iams adult lamb and rice,"walking, playing with other dog","She's a great dog, walks so well on her leash that I wish she was bred so that all the raisers could have a dog to walk like Talula. ",1
Labrador Retriever,Yellow,F,CT,Yes,Iams adult lamb and rice,"walking, playing with other dog","She's a great dog, walks so well on her leash that I wish she was bred so that all the raisers could have a dog to walk like Talula. ",1
Labrador Retriever,Yellow,F,CT,Yes,Iams adult lamb and rice,"walking, playing with other dog","She's a great dog, walks so well on her leash that I wish she was bred so that all the raisers could have a dog to walk like Talula. ",1
Labrador Retriever,Yellow,F,CT,Yes,iams,"walking, swimming, fetching"," great at doing commands, very calm! ",1
Labrador Retriever,Yellow,F,CT,Yes,iams,"walking, swimming, fetching"," great at doing commands, very calm! ",1
Labrador Retriever,Yellow,F,CT,Yes,iams,"walking, swimming, fetching"," great at doing commands, very calm! ",1
Labrador Retriever,Yellow,F,CT,Yes,iams,"walking, swimming, fetching"," great at doing commands, very calm! ",1
Labrador Retriever,Black,M,VA,Yes,Iams,"walks, ball play, play with other family dogs",,0
Labrador Retriever,Black,M,VA,Yes,Iams,"walks, ball play, play with other family dogs",,0
Labrador Retriever,Black,M,VA,Yes,Iams,"Walks, runs, plays with our other dogs",,0
Labrador Retriever,Black,M,VA,Yes,Iams,"Walks, runs, plays with our other dogs",,0
Labrador Retriever,Black,M,VA,Yes,Iams Lamb and Rice,"Play w/ other dogs, walks, fetch",,0
Labrador Retriever,Black,M,VA,Yes,Iams Lamb and Rice,"Play w/ other dogs, walks, fetch",,0
Labrador Retriever,Black,M,OH,Yes,iams lamb and rice,"walks, plays with family dogs, fetch","class time is very stimulating to him, may bark, mount, sniff",0
Labrador Retriever,Black,M,OH,Yes,iams lamb and rice,"walks, plays with family dogs, fetch","class time is very stimulating to him, may bark, mount, sniff",0
Labrador Retriever,Black,M,OH,Yes,Iams Lamb and Rice,"walks, fetch, play w/ other dogs",,0
Labrador Retriever,Black,M,OH,Yes,Iams Lamb and Rice,"walks, fetch, play w/ other dogs",,0
Labrador Retriever,Black,M,OH,Yes,Iams puppy,walks/fetch/play w/ other dogs,,0
Labrador Retriever,Black,M,OH,Yes,Iams puppy,walks/fetch/play w/ other dogs,,0
Labrador Retriever,Black,M,NY,Yes,purina,"walking around town/campus, pup play in our building",,1
Labrador Retriever,Black,M,NY,Yes,purina,"walking around town/campus, pup play in our building",,1
Labrador Retriever,Black,F,CT,Yes,Purina One,walk/play/training,,0
Labrador Retriever,Black,F,CT,Yes,Purina One,walk/play/training,,0
Labrador Retriever,Black,,CT,Yes,Iam's,"Fetch, Walks up the road, Running around the yard",,1
Labrador Retriever,Black,,CT,Yes,Iam's,"Fetch, Walks up the road, Running around the yard",,1
Labrador Retriever,Black,,CT,Yes,Iam's,"Fetch, Walks up the road, Running around the yard",,1
Labrador Retriever,Black,M,CT,Yes,Iams Lamb and Rice,"Fetch, 1 mile walk/day, Running around the yard with me",,1
Labrador Retriever,Black,M,CT,Yes,Iams Lamb and Rice,"Fetch, 1 mile walk/day, Running around the yard with me",,1
Labrador Retriever,Black,M,CT,Yes,Iams Lamb and Rice,"Fetch, 1 mile walk/day, Running around the yard with me",,1
Labrador Retriever,Black,M,CT,Yes,Iam's,"Fetch, swimming, running around with the neighborhood dogs, walks",,1
Labrador Retriever,Black,M,CT,Yes,Iam's,"Fetch, swimming, running around with the neighborhood dogs, walks",,1
Labrador Retriever,Black,M,CT,Yes,Iam's,"Fetch, swimming, running around with the neighborhood dogs, walks",,1
Labrador Retriever,Yellow,F,ME,Yes,Iams lamb and rice,"walking, jogging, playing with other dogs","Rosemary has a tentative side to her.   One moment she appears very confident and grounded.   Other times she acts as though she is in another world.    She needs time to process and she has taught me a new level of patience and giving her breathing room!  Excellent with obedience and walking on loose leash.  Recalls off leash are excellent.   Playing with other dogs , she can sometimes get very aroused  and needs to be given time out.  fabulous with young children.   interactive and appropriate.   Lots of experience with children and stays calm and settled.   Settling is a specialty of hers.  She is a lot of fun to work with out in public !   She has been a challenge because of her quirky nature but the past month with Pat and Kerry's  guidance has been a great help.  Not doing the work for Rosemary.   Allowing her to take responsibility!   I learn from each of these pups for sure!   She has not liked vacuum cleaner but now follows me around and settles with toy in the room on her own when I vacuum.   She adapts in her time and not with my interference  .  excellent house manners in any home that we have stayed.   ",1
Labrador Retriever,Yellow,F,ME,Yes,Iams lamb and rice,"walking, jogging, playing with other dogs","Rosemary has a tentative side to her.   One moment she appears very confident and grounded.   Other times she acts as though she is in another world.    She needs time to process and she has taught me a new level of patience and giving her breathing room!  Excellent with obedience and walking on loose leash.  Recalls off leash are excellent.   Playing with other dogs , she can sometimes get very aroused  and needs to be given time out.  fabulous with young children.   interactive and appropriate.   Lots of experience with children and stays calm and settled.   Settling is a specialty of hers.  She is a lot of fun to work with out in public !   She has been a challenge because of her quirky nature but the past month with Pat and Kerry's  guidance has been a great help.  Not doing the work for Rosemary.   Allowing her to take responsibility!   I learn from each of these pups for sure!   She has not liked vacuum cleaner but now follows me around and settles with toy in the room on her own when I vacuum.   She adapts in her time and not with my interference  .  excellent house manners in any home that we have stayed.   ",1
Labrador Retriever,Yellow,F,ME,Yes,Iams lamb and rice,"walking, jogging, playing with other dogs","Rosemary has a tentative side to her.   One moment she appears very confident and grounded.   Other times she acts as though she is in another world.    She needs time to process and she has taught me a new level of patience and giving her breathing room!  Excellent with obedience and walking on loose leash.  Recalls off leash are excellent.   Playing with other dogs , she can sometimes get very aroused  and needs to be given time out.  fabulous with young children.   interactive and appropriate.   Lots of experience with children and stays calm and settled.   Settling is a specialty of hers.  She is a lot of fun to work with out in public !   She has been a challenge because of her quirky nature but the past month with Pat and Kerry's  guidance has been a great help.  Not doing the work for Rosemary.   Allowing her to take responsibility!   I learn from each of these pups for sure!   She has not liked vacuum cleaner but now follows me around and settles with toy in the room on her own when I vacuum.   She adapts in her time and not with my interference  .  excellent house manners in any home that we have stayed.   ",1
Labrador Retriever,Yellow,F,ME,Yes,Iams  puppy chow,"walking  solo and with two older dogs, one at a time. fetching  toys and playing with grandchilren ages5-12",,1
Labrador Retriever,Yellow,F,ME,Yes,Iams  puppy chow,"walking  solo and with two older dogs, one at a time. fetching  toys and playing with grandchilren ages5-12",,1
Labrador Retriever,Yellow,F,ME,Yes,Iams  puppy chow,"walking  solo and with two older dogs, one at a time. fetching  toys and playing with grandchilren ages5-12",,1
Labrador Retriever,Yellow,F,ME,Yes,Iams lamb and rice,"2 mile walks , retrieving balls and toys, playing with other dogs.",,1
Labrador Retriever,Yellow,F,ME,Yes,Iams lamb and rice,"2 mile walks , retrieving balls and toys, playing with other dogs.",,1
Labrador Retriever,Yellow,F,ME,Yes,Iams lamb and rice,"2 mile walks , retrieving balls and toys, playing with other dogs.",,1
Labrador Retriever,Black,F,ME,Yes,Blue Buffalo - Lamb and Rice,"walks, run on beach and in woods","After the last class in Portland we discussed the fact that Rave had changed and become timid or worried.  She seems to be getting better now that she is reaching the end of her heat cycle.  Curious thing - she will not walk thru rain puddles when we are out for a walk yet will run thru the surf like a crazy being.  Underfootings seem to be a problem for her.  Also, doors that seem to her to have the possibility of closing when she is going thru them - she will balk and wait until she is very certain that it will not close on her.  She is finally jumping into the back of a van - tho having a kennel there is somewhat questionable for her.  ",0
Labrador Retriever,Black,F,ME,Yes,Blue Buffalo - Lamb and Rice,"walks, run on beach and in woods","After the last class in Portland we discussed the fact that Rave had changed and become timid or worried.  She seems to be getting better now that she is reaching the end of her heat cycle.  Curious thing - she will not walk thru rain puddles when we are out for a walk yet will run thru the surf like a crazy being.  Underfootings seem to be a problem for her.  Also, doors that seem to her to have the possibility of closing when she is going thru them - she will balk and wait until she is very certain that it will not close on her.  She is finally jumping into the back of a van - tho having a kennel there is somewhat questionable for her.  ",0
Labrador Retriever,Black,F,ME,Yes,Blue Buffalo - Lamb and Rice,"walks, run on beach and in woods","After the last class in Portland we discussed the fact that Rave had changed and become timid or worried.  She seems to be getting better now that she is reaching the end of her heat cycle.  Curious thing - she will not walk thru rain puddles when we are out for a walk yet will run thru the surf like a crazy being.  Underfootings seem to be a problem for her.  Also, doors that seem to her to have the possibility of closing when she is going thru them - she will balk and wait until she is very certain that it will not close on her.  She is finally jumping into the back of a van - tho having a kennel there is somewhat questionable for her.  ",0
Labrador Retriever,Black,F,ME,Yes,Blue Buffalo - Lamb and Rice,"walks, run on beach and in woods","After the last class in Portland we discussed the fact that Rave had changed and become timid or worried.  She seems to be getting better now that she is reaching the end of her heat cycle.  Curious thing - she will not walk thru rain puddles when we are out for a walk yet will run thru the surf like a crazy being.  Underfootings seem to be a problem for her.  Also, doors that seem to her to have the possibility of closing when she is going thru them - she will balk and wait until she is very certain that it will not close on her.  She is finally jumping into the back of a van - tho having a kennel there is somewhat questionable for her.  ",0
Labrador Retriever,Black,F,ME,Yes,earthborn puppy chow,"walks, play with local pups, chase toys in yard",,0
Labrador Retriever,Black,F,ME,Yes,earthborn puppy chow,"walks, play with local pups, chase toys in yard",,0
Labrador Retriever,Black,F,ME,Yes,earthborn puppy chow,"walks, play with local pups, chase toys in yard",,0
Labrador Retriever,Black,F,ME,Yes,earthborn puppy chow,"walks, play with local pups, chase toys in yard",,0
Labrador Retriever,Black,F,ME,Yes,Earthborn,"walk on beach, thru woods, play with other dogs, chase ball",,0
Labrador Retriever,Black,F,ME,Yes,Earthborn,"walk on beach, thru woods, play with other dogs, chase ball",,0
Labrador Retriever,Black,F,ME,Yes,Earthborn,"walk on beach, thru woods, play with other dogs, chase ball",,0
Labrador Retriever,Black,F,ME,Yes,Earthborn,"walk on beach, thru woods, play with other dogs, chase ball",,0
Labrador Retriever,Yellow,M,NC,Yes,Iams puppy,"walks, play",,1
Labrador Retriever,Yellow,M,NC,Yes,Iams puppy,"walks, play",,1
Labrador Retriever,Yellow,M,NC,Yes,Iams puppy,"walks, play",,1
Labrador Retriever,Yellow,M,NC,Yes,Iams Lg Breed Puppy,"walks, dog play, wading pool",,1
Labrador Retriever,Yellow,M,NC,Yes,Iams Lg Breed Puppy,"walks, dog play, wading pool",,1
Labrador Retriever,Yellow,M,NC,Yes,Iams Lg Breed Puppy,"walks, dog play, wading pool",,1
Labrador Retriever,Yellow,M,NC,Yes,Iams,"Play, walks",Doing well w/ visits to elem. school.  Some noise reaction/ awareness - recovers.  Can he be neutered?? ,1
Labrador Retriever,Yellow,M,NC,Yes,Iams,"Play, walks",Doing well w/ visits to elem. school.  Some noise reaction/ awareness - recovers.  Can he be neutered?? ,1
Labrador Retriever,Yellow,M,NC,Yes,Iams,"Play, walks",Doing well w/ visits to elem. school.  Some noise reaction/ awareness - recovers.  Can he be neutered?? ,1
Labrador Retriever,Yellow,M,NC,Yes,Iams,"walk, dog/toy play","Ryan is whiney in class w/ dogs but rarely at other times.  Does very well in elem. school  - lots of settling, kids moving around him, noise, etc.  Rxn to school fire alarm and commotion - rushing, tense; settled once exited bldg.  Practicing w/ short end of day bells and kids exiting to build positive exposure.",1
Labrador Retriever,Yellow,M,NC,Yes,Iams,"walk, dog/toy play","Ryan is whiney in class w/ dogs but rarely at other times.  Does very well in elem. school  - lots of settling, kids moving around him, noise, etc.  Rxn to school fire alarm and commotion - rushing, tense; settled once exited bldg.  Practicing w/ short end of day bells and kids exiting to build positive exposure.",1
Labrador Retriever,Yellow,M,NC,Yes,Iams,"walk, dog/toy play","Ryan is whiney in class w/ dogs but rarely at other times.  Does very well in elem. school  - lots of settling, kids moving around him, noise, etc.  Rxn to school fire alarm and commotion - rushing, tense; settled once exited bldg.  Practicing w/ short end of day bells and kids exiting to build positive exposure.",1
Labrador Retriever,Yellow,M,CT,Yes,Iams,"walking, running, fetching",,0
Labrador Retriever,Yellow,M,CT,Yes,Iams,"walking, running, fetching",,0
Labrador Retriever,Yellow,F,NY,Yes,Iams,"walk,yard play","Somewhat dog distracted in class.  But works through it. Good all around pup,pleasure to be around..",0
Labrador Retriever,Yellow,F,NY,Yes,Iams,"walk,yard play","Somewhat dog distracted in class.  But works through it. Good all around pup,pleasure to be around..",0
Labrador Retriever,Yellow,F,NY,Yes,Iams,"walks,ball,yard time",,0
Labrador Retriever,Yellow,F,NY,Yes,Iams,"walks,ball,yard time",,0
Labrador Retriever,Yellow,F,NY,Yes,Iams  Puppy,"walks,yard play,swimming",,0
Labrador Retriever,Yellow,F,NY,Yes,Iams  Puppy,"walks,yard play,swimming",,0
Labrador Retriever,Black,F,CT,Yes,iaams,plays on long line and I jog with her,,1
Labrador Retriever,Black,F,CT,Yes,iaams,plays on long line and I jog with her,,1
Labrador Retriever,Black,F,CT,Yes,iaams,plays on long line and I jog with her,,1
Labrador Retriever,Black,F,CT,Yes,Iams,"walks, play, runs",,1
Labrador Retriever,Black,F,CT,Yes,Iams,"walks, play, runs",,1
Labrador Retriever,Black,F,CT,Yes,Iams,"walks, play, runs",,1
Labrador Retriever,Black,F,CT,Yes,IAMS,plays on her long line and goes on walks,"Sitters and other people have commented that Riley is very well behaved and is very good in the house. I have been taking her to many different places and into restaurants. She has done well walking on a loose leash and sitting when people ask to pet her when we are at stores. She is very good with kids and even stayed in her settle while some little kids tugged her ears and touched her face. She even sat quietly while a little boy, who had Downsyndrome, petted her.  In restaurants she is sometimes distracted by new smells or crumbs on the floor but she does settle nicely. Also, she will settle nicely at church.  She is getting better on her stair tracking and door manners. She knows all of her commands but we are still working on being able do them in high distracting areas. ",1
Labrador Retriever,Black,F,CT,Yes,IAMS,plays on her long line and goes on walks,"Sitters and other people have commented that Riley is very well behaved and is very good in the house. I have been taking her to many different places and into restaurants. She has done well walking on a loose leash and sitting when people ask to pet her when we are at stores. She is very good with kids and even stayed in her settle while some little kids tugged her ears and touched her face. She even sat quietly while a little boy, who had Downsyndrome, petted her.  In restaurants she is sometimes distracted by new smells or crumbs on the floor but she does settle nicely. Also, she will settle nicely at church.  She is getting better on her stair tracking and door manners. She knows all of her commands but we are still working on being able do them in high distracting areas. ",1
Labrador Retriever,Black,F,CT,Yes,IAMS,plays on her long line and goes on walks,"Sitters and other people have commented that Riley is very well behaved and is very good in the house. I have been taking her to many different places and into restaurants. She has done well walking on a loose leash and sitting when people ask to pet her when we are at stores. She is very good with kids and even stayed in her settle while some little kids tugged her ears and touched her face. She even sat quietly while a little boy, who had Downsyndrome, petted her.  In restaurants she is sometimes distracted by new smells or crumbs on the floor but she does settle nicely. Also, she will settle nicely at church.  She is getting better on her stair tracking and door manners. She knows all of her commands but we are still working on being able do them in high distracting areas. ",1
Labrador Retriever,Black,F,NY,Yes,Purina Dog Chow transitioning to Iams Lamb & Rice,"walks,ball, other dogs",,0
Labrador Retriever,Black,F,NY,Yes,Purina Dog Chow transitioning to Iams Lamb & Rice,"walks,ball, other dogs",,0
Labrador Retriever,Black,F,NY,Yes,NATURES PLACE PUPPY,"daily walks, ball playing",,0
Labrador Retriever,Black,F,NY,Yes,NATURES PLACE PUPPY,"daily walks, ball playing",,0
Labrador Retriever,Black,F,NY,Yes,Iams lamb & rice,"1-2 miles walk, ball play","**come off lead and stay a ""3""  w/ dog distraction ** walks well on lead a ""2/3"" with nearby dog distraction.  She does respond well to having a party if she looks @ me rather than the dog.  LLW can be a challenge in new outdoor environment w/  smells such as sidewalks in city. She settles down after about 1/4 mile.",0
Labrador Retriever,Black,F,NY,Yes,Iams lamb & rice,"1-2 miles walk, ball play","**come off lead and stay a ""3""  w/ dog distraction ** walks well on lead a ""2/3"" with nearby dog distraction.  She does respond well to having a party if she looks @ me rather than the dog.  LLW can be a challenge in new outdoor environment w/  smells such as sidewalks in city. She settles down after about 1/4 mile.",0
Labrador Retriever,Black,F,NY,Yes,Iams Lamb & Rice,walks/ ball play,,0
Labrador Retriever,Black,F,NY,Yes,Iams Lamb & Rice,walks/ ball play,,0
Labrador Retriever,Yellow,M,CT,Yes,Iams Lamb and Rice,Walks/Play @ tennis courts,,1
